*** SIMULATED BIN SIZE PROBABILITIES ***
Number of fragments: 279352791
Fragment length: 10
Number of clusters: 5
Number of bins: 9765625
Average bin size: 28.61
Clusters: STAN#ILVM#KRDEQ#WFYH#GPC

Cluster probabilities
  0      1      2      3      4    
0.2496 0.2426 0.2617 0.1090 0.1371 

    k     P(X=k) log P(X=k)        Pav    log Pav
  358 6.5536e-05 -9.6329e+00 0.0000e+00 -5.7910e+02
  359 6.1999e-05 -9.6884e+00 0.0000e+00 -5.8163e+02
  360 5.8619e-05 -9.7444e+00 0.0000e+00 -5.8417e+02
  361 5.5393e-05 -9.8011e+00 0.0000e+00 -5.8670e+02
  362 5.2315e-05 -9.8582e+00 0.0000e+00 -5.8924e+02
  363 4.9381e-05 -9.9159e+00 0.0000e+00 -5.9178e+02
  364 4.6586e-05 -9.9742e+00 0.0000e+00 -5.9432e+02
  365 4.3924e-05 -1.0033e+01 0.0000e+00 -5.9687e+02
  366 4.1391e-05 -1.0092e+01 0.0000e+00 -5.9942e+02
  367 3.8983e-05 -1.0152e+01 0.0000e+00 -6.0197e+02
  368 3.6695e-05 -1.0213e+01 0.0000e+00 -6.0453e+02
  369 3.4522e-05 -1.0274e+01 0.0000e+00 -6.0708e+02
  370 3.2460e-05 -1.0336e+01 0.0000e+00 -6.0964e+02
  371 3.0504e-05 -1.0398e+01 0.0000e+00 -6.1221e+02
  372 2.8650e-05 -1.0460e+01 0.0000e+00 -6.1477e+02
  373 2.6894e-05 -1.0524e+01 0.0000e+00 -6.1734e+02
  374 2.5231e-05 -1.0587e+01 0.0000e+00 -6.1991e+02
  375 2.3658e-05 -1.0652e+01 0.0000e+00 -6.2248e+02
  376 2.2172e-05 -1.0717e+01 0.0000e+00 -6.2506e+02
  377 2.0767e-05 -1.0782e+01 0.0000e+00 -6.2764e+02
  378 1.9440e-05 -1.0848e+01 0.0000e+00 -6.3022e+02
  379 1.8188e-05 -1.0915e+01 0.0000e+00 -6.3280e+02
  380 1.7007e-05 -1.0982e+01 0.0000e+00 -6.3539e+02
  381 1.5894e-05 -1.1050e+01 0.0000e+00 -6.3798e+02
  382 1.4846e-05 -1.1118e+01 0.0000e+00 -6.4057e+02
  383 1.3859e-05 -1.1187e+01 0.0000e+00 -6.4316e+02
  384 1.2931e-05 -1.1256e+01 0.0000e+00 -6.4576e+02
  385 1.2058e-05 -1.1326e+01 0.0000e+00 -6.4836e+02
  386 1.1237e-05 -1.1396e+01 0.0000e+00 -6.5096e+02
  387 1.0467e-05 -1.1467e+01 0.0000e+00 -6.5357e+02
  388 9.7438e-06 -1.1539e+01 0.0000e+00 -6.5618e+02
  389 9.0656e-06 -1.1611e+01 0.0000e+00 -6.5879e+02
  390 8.4299e-06 -1.1684e+01 0.0000e+00 -6.6140e+02
  391 7.8343e-06 -1.1757e+01 0.0000e+00 -6.6401e+02
  392 7.2767e-06 -1.1831e+01 0.0000e+00 -6.6663e+02
  393 6.7549e-06 -1.1905e+01 0.0000e+00 -6.6925e+02
  394 6.2670e-06 -1.1980e+01 0.0000e+00 -6.7187e+02
  395 5.8110e-06 -1.2056e+01 0.0000e+00 -6.7450e+02
  396 5.3851e-06 -1.2132e+01 0.0000e+00 -6.7713e+02
  397 4.9875e-06 -1.2209e+01 0.0000e+00 -6.7976e+02
  398 4.6167e-06 -1.2286e+01 0.0000e+00 -6.8239e+02
  399 4.2709e-06 -1.2364e+01 0.0000e+00 -6.8503e+02
  400 3.9487e-06 -1.2442e+01 0.0000e+00 -6.8766e+02
  401 3.6487e-06 -1.2521e+01 0.0000e+00 -6.9030e+02
  402 3.3695e-06 -1.2601e+01 0.0000e+00 -6.9295e+02
  403 3.1099e-06 -1.2681e+01 0.0000e+00 -6.9559e+02
  404 2.8685e-06 -1.2762e+01 0.0000e+00 -6.9824e+02
  405 2.6443e-06 -1.2843e+01 0.0000e+00 -7.0089e+02
  406 2.4362e-06 -1.2925e+01 0.0000e+00 -7.0354e+02
  407 2.2431e-06 -1.3008e+01 0.0000e+00 -7.0620e+02
  408 2.0641e-06 -1.3091e+01 0.0000e+00 -7.0886e+02
  409 1.8982e-06 -1.3175e+01 0.0000e+00 -7.1152e+02
  410 1.7445e-06 -1.3259e+01 0.0000e+00 -7.1418e+02
  411 1.6024e-06 -1.3344e+01 0.0000e+00 -7.1684e+02
  412 1.4709e-06 -1.3430e+01 0.0000e+00 -7.1951e+02
  413 1.3493e-06 -1.3516e+01 0.0000e+00 -7.2218e+02
  414 1.2370e-06 -1.3603e+01 0.0000e+00 -7.2485e+02
  415 1.1334e-06 -1.3690e+01 0.0000e+00 -7.2753e+02
  416 1.0377e-06 -1.3778e+01 0.0000e+00 -7.3020e+02
  417 9.4958e-07 -1.3867e+01 0.0000e+00 -7.3288e+02
  418 8.6834e-07 -1.3957e+01 0.0000e+00 -7.3557e+02
  419 7.9354e-07 -1.4047e+01 0.0000e+00 -7.3825e+02
  420 7.2471e-07 -1.4137e+01 0.0000e+00 -7.4094e+02
  421 6.6141e-07 -1.4229e+01 0.0000e+00 -7.4363e+02
  422 6.0324e-07 -1.4321e+01 0.0000e+00 -7.4632e+02
  423 5.4982e-07 -1.4414e+01 0.0000e+00 -7.4901e+02
  424 5.0079e-07 -1.4507e+01 0.0000e+00 -7.5171e+02
  425 4.5582e-07 -1.4601e+01 0.0000e+00 -7.5441e+02
  426 4.1460e-07 -1.4696e+01 0.0000e+00 -7.5711e+02
  427 3.7685e-07 -1.4791e+01 0.0000e+00 -7.5981e+02
  428 3.4230e-07 -1.4888e+01 0.0000e+00 -7.6252e+02
  429 3.1069e-07 -1.4984e+01 0.0000e+00 -7.6522e+02
  430 2.8181e-07 -1.5082e+01 0.0000e+00 -7.6793e+02
  431 2.5542e-07 -1.5180e+01 0.0000e+00 -7.7065e+02
  432 2.3134e-07 -1.5279e+01 0.0000e+00 -7.7336e+02
  433 2.0937e-07 -1.5379e+01 0.0000e+00 -7.7608e+02
  434 1.8935e-07 -1.5480e+01 0.0000e+00 -7.7880e+02
  435 1.7111e-07 -1.5581e+01 0.0000e+00 -7.8152e+02
  436 1.5452e-07 -1.5683e+01 0.0000e+00 -7.8424e+02
  437 1.3942e-07 -1.5786e+01 0.0000e+00 -7.8697e+02
  438 1.2571e-07 -1.5889e+01 0.0000e+00 -7.8970e+02
  439 1.1325e-07 -1.5994e+01 0.0000e+00 -7.9243e+02
  440 1.0195e-07 -1.6099e+01 0.0000e+00 -7.9516e+02
  441 9.1699e-08 -1.6205e+01 0.0000e+00 -7.9790e+02
  442 8.2414e-08 -1.6312e+01 0.0000e+00 -8.0064e+02
  443 7.4008e-08 -1.6419e+01 0.0000e+00 -8.0338e+02
  444 6.6404e-08 -1.6528e+01 0.0000e+00 -8.0612e+02
  445 5.9532e-08 -1.6637e+01 0.0000e+00 -8.0886e+02
  446 5.3324e-08 -1.6747e+01 0.0000e+00 -8.1161e+02
  447 4.7723e-08 -1.6858e+01 0.0000e+00 -8.1436e+02
  448 4.2673e-08 -1.6970e+01 0.0000e+00 -8.1711e+02
  449 3.8123e-08 -1.7082e+01 0.0000e+00 -8.1986e+02
  450 3.4027e-08 -1.7196e+01 0.0000e+00 -8.2262e+02
  451 3.0344e-08 -1.7311e+01 0.0000e+00 -8.2538e+02
  452 2.7034e-08 -1.7426e+01 0.0000e+00 -8.2814e+02
  453 2.4062e-08 -1.7543e+01 0.0000e+00 -8.3090e+02
  454 2.1397e-08 -1.7660e+01 0.0000e+00 -8.3366e+02
  455 1.9008e-08 -1.7778e+01 0.0000e+00 -8.3643e+02
  456 1.6869e-08 -1.7898e+01 0.0000e+00 -8.3920e+02
  457 1.4956e-08 -1.8018e+01 0.0000e+00 -8.4197e+02
  458 1.3246e-08 -1.8140e+01 0.0000e+00 -8.4474e+02
  459 1.1719e-08 -1.8262e+01 0.0000e+00 -8.4752e+02
  460 1.0358e-08 -1.8386e+01 0.0000e+00 -8.5030e+02
  461 9.1444e-09 -1.8510e+01 0.0000e+00 -8.5308e+02
  462 8.0645e-09 -1.8636e+01 0.0000e+00 -8.5586e+02
  463 7.1042e-09 -1.8763e+01 0.0000e+00 -8.5864e+02
  464 6.2512e-09 -1.8890e+01 0.0000e+00 -8.6143e+02
  465 5.4943e-09 -1.9020e+01 0.0000e+00 -8.6422e+02
  466 4.8234e-09 -1.9150e+01 0.0000e+00 -8.6701e+02
  467 4.2294e-09 -1.9281e+01 0.0000e+00 -8.6980e+02
  468 3.7041e-09 -1.9414e+01 0.0000e+00 -8.7259e+02
  469 3.2401e-09 -1.9548e+01 0.0000e+00 -8.7539e+02
  470 2.8307e-09 -1.9683e+01 0.0000e+00 -8.7819e+02
  471 2.4699e-09 -1.9819e+01 0.0000e+00 -8.8099e+02
  472 2.1523e-09 -1.9957e+01 0.0000e+00 -8.8379e+02
  473 1.8731e-09 -2.0096e+01 0.0000e+00 -8.8660e+02
  474 1.6280e-09 -2.0236e+01 0.0000e+00 -8.8941e+02
  475 1.4131e-09 -2.0377e+01 0.0000e+00 -8.9222e+02
  476 1.2249e-09 -2.0520e+01 0.0000e+00 -8.9503e+02
  477 1.0603e-09 -2.0665e+01 0.0000e+00 -8.9784e+02
  478 9.1650e-10 -2.0810e+01 0.0000e+00 -9.0066e+02
  479 7.9112e-10 -2.0958e+01 0.0000e+00 -9.0348e+02
  480 6.8191e-10 -2.1106e+01 0.0000e+00 -9.0630e+02
  481 5.8693e-10 -2.1256e+01 0.0000e+00 -9.0912e+02
  482 5.0444e-10 -2.1408e+01 0.0000e+00 -9.1194e+02
  483 4.3290e-10 -2.1561e+01 0.0000e+00 -9.1477e+02
  484 3.7096e-10 -2.1715e+01 0.0000e+00 -9.1760e+02
  485 3.1739e-10 -2.1871e+01 0.0000e+00 -9.2043e+02
  486 2.7115e-10 -2.2028e+01 0.0000e+00 -9.2326e+02
  487 2.3129e-10 -2.2187e+01 0.0000e+00 -9.2610e+02
  488 1.9698e-10 -2.2348e+01 0.0000e+00 -9.2893e+02
  489 1.6750e-10 -2.2510e+01 0.0000e+00 -9.3177e+02
  490 1.4220e-10 -2.2674e+01 0.0000e+00 -9.3461e+02
  491 1.2054e-10 -2.2839e+01 0.0000e+00 -9.3746e+02
  492 1.0201e-10 -2.3006e+01 0.0000e+00 -9.4030e+02
  493 8.6184e-11 -2.3175e+01 0.0000e+00 -9.4315e+02
  494 7.2698e-11 -2.3345e+01 0.0000e+00 -9.4600e+02
  495 6.1221e-11 -2.3517e+01 0.0000e+00 -9.4885e+02
  496 5.1471e-11 -2.3690e+01 0.0000e+00 -9.5170e+02
  497 4.3201e-11 -2.3865e+01 0.0000e+00 -9.5456e+02
  498 3.6200e-11 -2.4042e+01 0.0000e+00 -9.5741e+02
  499 3.0282e-11 -2.4220e+01 0.0000e+00 -9.6027e+02

Total probability: 1.00000
